,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
RNA__AC005076.1,0.16852933721569494,-0.11222489208104071,-0.05819226898101621,-0.2491910962402706,-0.1305529694022954,-0.241168290535614,-0.3111046750120708,0.13322424024849094,0.12845614187407037,0.0027749878864435588
RNA__AC005082.1,-0.11811403887609187,0.0875272709035902,-0.07737592167657334,0.00014894915655504353,-0.010985809065524382,3.6137976995431554e-05,-0.09244701771068548,0.03872899763340605,-0.47753689186210196,0.00174193357654639
RNA__AC005104.1,-0.01188774975962316,0.5952859880368396,0.04355617782329355,-0.22724378743975523,-0.03210262426868847,-0.025467153925684632,0.20016430637980182,0.03378563903614229,-0.6353402090831243,0.00020687395943460823
RNA__AC005154.1,-0.04010956891537741,0.14933110795283652,-0.4576019928989115,-0.2777969687251881,0.11280444456208553,0.1423789883598026,-0.06572448622770818,0.09598220725292478,-0.633573794019843,0.008252736095835746
RNA__AC005229.4,0.01919236727182199,0.20785625365491017,0.0023247134798029447,-0.10839273578488216,-0.11573393095262635,0.003243187667379371,-0.15535153826925957,0.4933518117744355,0.35383264182681873,0.0006225591787097309
RNA__AC005232.1,-0.023034292106736836,0.30493320791636264,-0.29212275300229074,0.0669750253610807,-0.13203355969306624,-0.3101193499633597,-0.027224907579088888,-0.47473969764327323,-0.16607156752871047,0.003942577747780446
RNA__AC005253.1,-0.04135672274403822,0.5645865688388505,0.02165797209093035,-0.5474797363660763,0.3174245353205515,-0.3201753398936227,0.5347602574153477,-0.02541260789546005,-0.5900364318262854,0.0031746925765348045
RNA__AC005253.2,0.2820301120450519,-0.09967234276615933,0.1925078151627697,0.0715168389018502,0.18220360409289063,0.27509599932591516,-0.06644517783816872,0.05215840322783846,0.3129935468437615,0.005295830270902951
RNA__AC005261.3,0.17582382962414211,-0.03862855649481199,0.2851725740556793,-0.5700277351977211,-0.17228219884914564,-0.06945471082725205,-0.29144639314488363,0.8832987015732829,-0.48053634516974236,-0.00042548115114285535
RNA__AC005261.5,0.17628409943040185,0.38892760438550084,0.05516359479031132,0.1738500045539526,0.16340050532680866,0.0065401147320363825,0.00020978528543310249,-0.05419198367066182,-0.41245839159542336,0.004858555266400458
RNA__AC005274.1,0.21144768246277734,0.27522766072599064,-0.34174586672104085,-0.40397779844318094,0.24979993516991014,-0.16957878253538627,0.2413879437343602,-0.13559061945452236,-0.1175786793697336,0.006635462384056908
RNA__AC005288.1,-0.21474881358924738,0.4773995005423106,-0.0757350402275848,0.10750271179946902,-0.01563719318176705,0.03869537069521691,-0.2219855476355525,0.0258736464203716,0.011160887245171242,-9.383002066462852e-05
RNA__AC005306.1,0.13438981069072184,0.31792860366526754,0.03170976914138325,-0.8526878554618287,0.18864911333987794,-0.32395070018891214,-0.08986566665629644,0.07848126120542905,-0.03899777837852778,-0.0018634240635173416
RNA__AC005332.7,0.1579940540256771,0.17475914963820732,-0.07397325999765487,-0.3549874814550089,-0.12380279990068037,-0.05778617673384504,-0.18834849886606705,-0.21911810532581438,-1.3236553702764629,-9.518633745827251e-05
RNA__AC005387.1,0.023605466146502736,-0.022334070344488213,0.024588022929215,-0.6627033331229211,0.08179982208147885,0.016153438326047563,0.5762903194587115,-0.05529164074630426,-0.7019838742962675,0.0001891017191420163
RNA__AC005410.2,-0.12419712956755366,0.24043952978823732,0.1355614398635642,-0.4692705102562124,-0.015310925854392608,0.023753563639874648,-0.061392872919334984,0.035152586848497626,-0.44221108689859673,0.0005249775132965314
RNA__AC005480.1,-0.12773484225294318,0.3034362033344185,-0.303154450320651,-0.3957489767393976,0.07081732653209362,0.029472112013356117,-0.02695895608423924,0.7244478460691156,0.7738650635307606,0.0036148842440044265
RNA__AC005534.1,-0.16638008873743682,0.4581764933807846,-0.0773680761992147,0.4036882748169709,-0.242126925854204,0.2586913252044335,-0.07320723404591498,-0.14286955873978696,0.3142193402452688,0.0110929677001685
RNA__AC005540.1,0.22875446057634086,0.18239560295145765,0.04855258096115615,0.00580790929637923,0.3414111325495476,0.07782264720708924,0.06181048061235593,-0.5755364788628007,0.22221383740115663,-0.0006703232000548424
RNA__AC005674.1,-0.04447714857872082,0.06041198839992718,-0.32471836292726053,-0.08209924742622676,-0.10803989489845205,0.30481595888456664,-0.2685277820507789,0.25163233458047246,-0.3741273471715404,0.0007070554669459351
RNA__AC005682.1,0.42748345705329677,0.08579590139727748,0.06941447306031227,-0.13428440910158554,-0.07138531248953704,0.060471353226437416,0.11154505917124403,0.04853151998579573,0.1867531023677364,0.01109302515494005
RNA__AC005696.2,-0.004583091549761868,-0.06982047849045264,-0.19531475463917847,0.15714894854795128,-0.0011575978478466674,-0.058508447589609144,0.12286172745605928,0.2130455491963338,0.23930540830836647,-0.002181784662260801
RNA__AC005696.3,0.09169937201867481,-0.04869353960631606,0.07993687048736346,-0.23022784235159938,-0.03206111660386517,-0.18553245937994392,-0.023245680141859085,0.02905244103442233,0.30123253610116696,0.00016994547311177153
RNA__AC005736.1,0.16897259654471744,0.15624859779225198,-0.3547072493090819,-0.14556423003948385,0.03844936150921537,0.6631340067725794,-0.11827407030072974,0.4426703072948559,0.27162881650840714,0.0013670274188839714
RNA__AC005740.4,0.3279253321278625,0.16900329927187763,-0.029703863664141558,-0.3460940889136508,-0.13566713469687722,-0.13070542612754685,0.6868411565227065,0.026709449279053814,-0.5151319611306203,0.004485226547209869
RNA__AC005775.1,-0.015631082702829428,0.03901196067250238,0.05430225743694976,-0.5753974749997508,0.0029262018778530656,-0.45073612290736453,-0.026356642306756654,-0.4254429433134467,-0.29131552051173654,0.001562808894622022
RNA__AC005776.2,0.31939086418149193,0.16140603646372237,0.0034595813842396798,-0.3235629560748697,-0.10560634469469522,0.2675662035353,-0.10875393902892597,0.08886167281583177,-0.3200627984295661,-0.0005086516867863887
RNA__AC005785.1,0.21800080595005747,-0.12855851308239688,0.2176381613789695,-0.9592602328854822,0.332974027142373,-0.35091450636186894,0.4834052612196251,0.20399065470825736,-0.14535785738753249,-0.0023046616091982725
RNA__AC005785.2,0.06395346029521638,0.3614630676982528,-0.1042608215781269,-0.5204444698376679,0.28906764415793235,-0.23201717051303009,0.12148996872823133,-0.12573476832404284,-0.578997786774942,0.001535413196740743
RNA__AC005828.6,-0.06399355155760636,0.16705777987137846,-0.3598131857645273,0.2775728059194995,0.11727874582852217,0.06897621225654214,0.11722769231754232,-0.3552294625572974,-0.48593157972256507,0.006646503507543687
RNA__AC005884.1,0.4461042153649921,0.09810142429799612,-0.1550390297868579,-0.21591577976470183,-0.36214179056493323,0.3751314447029932,0.12350746301547613,0.45990397891163637,-0.07403879130753217,-0.009368291226145074
RNA__AC005899.6,0.31671263028286833,0.18807832246418238,0.04077253813189904,-0.3273166568939322,0.039639047944282184,-0.006067568918311675,0.0061874015883664184,0.3834704913645406,-0.4259097614538557,-0.0005572046835304736
RNA__AC005899.7,0.24748387944485017,0.047113120869944056,-0.17932972101481984,-0.35025152588961167,0.07728076962782031,0.008996729252171782,0.019393932807656132,0.15306359700394545,-0.6943559476388391,-0.003638598392490165
RNA__AC005912.1,-0.13986177727138294,0.1603672229672181,-0.22229987676354057,-0.24029109163838624,-0.04222218084298876,0.03803880923696125,-1.3250523426687928,-0.5810165064248829,-0.7714793782596748,0.0003298607773691624
RNA__AC006001.3,0.19308593673621716,0.2046170964906983,-0.32786184909194843,-0.5339694037186913,-0.054278985801983204,0.1310257123559756,-0.22736418526767674,0.37733426473093984,-0.24012511059581323,0.0011566990888651116
RNA__AC006030.1,0.08488231844594984,0.3479843500983362,-0.34805600191574015,-0.38072113355599285,-0.24267833823645038,0.12725987554408724,0.06837220035156714,0.19926173676699035,0.7453775154755842,-0.006403244520359973
RNA__AC006033.1,-0.08336089717479732,0.1618339420686474,-0.29565364198305233,0.12553568092524814,0.18220259838717218,0.0861800985131545,-0.28692148669898326,0.18723291198148978,0.6577530459106321,0.00046502900476007644
RNA__AC006058.1,0.31654011662842,0.22937571873468476,0.23638733478769822,-0.07283102008955801,-0.11271134741519351,-0.3022612053281196,-0.015690355693589605,-0.5256271254892707,0.09274790753587404,-0.006216311200865741
RNA__AC006058.4,0.11711608237209939,0.28570615886364625,0.29277725496620244,0.024344240304973258,0.02523145212078408,-0.32504852501404685,0.2216454429045544,-0.43233544663084,0.24406069650032838,-0.0076841017515437825
RNA__AC006077.2,0.16109302694707142,-0.11526492852875724,-0.03973252845058056,-0.8810634932742203,0.0010492166330715944,-0.03720156519117352,-0.21079346416548056,0.4227261103976472,-0.7072216633651465,-0.0019951535808270075
RNA__AC006213.4,0.07554845789885048,0.39388338664704453,-0.10128607985788456,-0.03293808683572324,-0.06897676754152164,0.3009302601475675,-0.47296608482313096,0.3997608537344801,-1.113284738947212,0.0043533001856710446
RNA__AC006237.1,0.19039863204867818,0.060718661771173764,-0.246828345966815,-0.3637673981005685,-0.2648118000211701,0.10298166136922887,0.08602681179593986,-0.46481938528365346,0.39303174078018066,0.0014894840475609384
RNA__AC006238.1,0.20948487110999622,-0.03524829483915175,-0.1829381185943599,-0.49306341206567894,-0.0615956717562054,-0.2475562796454309,0.455039049109566,-0.1957777977435222,0.642287115737454,-0.0011179774785699853
RNA__AC006273.1,0.4371643301332357,-0.09019580401962549,0.0342099533893061,-0.233933932367254,0.02453181971666801,-0.1909847937411173,0.20951824705073024,0.3339621732055334,0.08970847125109838,-0.0053317902524218945
RNA__AC006329.1,-0.21830350493612016,0.01622178512566903,0.1375341564778353,0.023325432243397604,-0.02292116126381753,-0.0608579765544241,-0.6779810829240864,0.04692455056727237,0.5462031287908825,0.0023892035544964834
RNA__AC006333.2,0.19202088244851204,0.3147768957146077,-0.3133915658385283,0.13594246215293804,-0.35605518904733635,-0.405783440520663,-0.5258919844154306,0.1072364484380252,0.2648531652470061,0.004458400276149064
RNA__AC006378.2,-0.08388319332117102,0.144420712099087,-0.3720415837060829,-0.31536228332911675,-0.021335193504530454,0.08961736958094614,-0.12970219725251309,-0.1347241331743742,-0.7695276894983215,0.0021603670927369356
RNA__AC006449.6,-0.03634522802053888,0.012290172372336183,-0.15903053976822717,-0.7244568343568079,0.06855995051590495,-0.13180877281761275,-0.19573031577850397,-0.024705372874725424,-0.14116213147359855,0.011556194244668753
RNA__AC006453.2,-0.1489993393878626,-0.06971628338507727,-0.07919648885213176,-0.13797717195507522,-0.12454229745588506,0.37786231866093783,0.017001612250705685,0.18667052479660876,0.1789062803054437,-0.006118112360623395
RNA__AC006480.2,-0.11104352579631488,0.3086951570426275,-0.16423396672636198,-0.15888485572213634,-0.16464189722733422,-0.09007634140553462,-0.18698967624232873,-0.2644571248391035,-1.3191733250698328,0.005400214294505461
RNA__AC006504.8,-0.04321657261691649,0.3163544112387085,0.040134029539157325,-0.19625201505661702,-0.18333789998649028,-0.02441104465864146,-0.3680289058844037,0.04475105085965777,-0.6850823286821118,-0.005664025238822018
RNA__AC006547.2,-0.22350806750478847,0.12979514525639804,0.17169575053083402,-0.7636605353038536,-0.007849413106515208,0.07152973696051251,0.23412283798128747,0.046580399904276384,-0.16847286562367003,-0.002815709673547816
RNA__AC006942.1,0.21597885533194824,-0.1784662998807961,-0.2233439258323417,-0.9469801633128656,0.03590426123748826,-0.014559969543290693,0.4258187392913173,0.35821453176490703,0.007448864104284127,-0.001068834126745947
RNA__AC007032.1,0.036474233915478244,0.0206686370564559,0.1837362854158283,-0.013209658881657895,0.0641186738674244,0.04266980963074134,-0.20949342922640662,0.4346374057872823,0.37001112997141344,0.0027655909781996754
RNA__AC007038.2,0.05259145493753317,0.387609112651325,-0.13800122144669835,-0.09948059288377527,-0.3673403338442197,0.14684096516197975,-0.649163920597485,-0.014971752895507506,-1.198056338198599,-0.004579715124452201
RNA__AC007040.2,-0.24058874870225894,0.2951212176324948,-0.131336217708381,0.010620093678557065,-0.09429822495143572,-0.04279857240791045,0.18354283951397946,-0.315155156908597,0.569508846444064,-0.002424104822126314
RNA__AC007216.3,0.1284467094626257,0.29902510686184663,-0.1741546837478056,-0.3003514957071204,0.12675001844488526,0.3165277757478277,0.17725005480872513,-0.08526128016521715,-0.14311521025838012,0.002705199935408645
RNA__AC007283.2,0.07602400487555552,0.1569178589746723,-0.16486936432090266,-0.1529539319102035,0.08838157241420416,-0.15356427644192885,-0.11210129425516294,-0.5618999317669022,-1.0820037447550823,0.00033021037007113216
RNA__AC007285.1,-0.3658582287101295,0.2851521384222877,-0.037004084342565954,-0.06979238696389917,0.06045913984324152,0.08060849995676633,-0.11382503884498135,0.02300736125766806,-0.11591843873219813,0.012240613039284509
RNA__AC007318.1,0.23528041931663254,0.2887818475578575,0.44819020729661485,0.4836821030642923,-0.2671232422011029,-0.7330863538312337,-0.9246545071774284,0.5551616045036046,0.2948930814096219,-0.0053620503587834155
RNA__AC007319.1,-0.011272962825947171,0.11735136954219146,-0.007080873088813102,-0.10851464061618205,0.23829461890484158,0.23401171277693147,0.30881144791537646,0.1304406378004381,0.9753060226975664,-0.0021839904292513136
RNA__AC007336.2,-0.040908082616362265,0.24971462715263457,0.2072947479098377,-0.027868714308510175,-0.02740774360388678,0.13993481424492496,0.05147397052941088,-0.47732251770643336,0.013958489240305898,0.002104698616085026
RNA__AC007342.4,-0.19397723145369847,0.17989142337024747,-0.3182834270739451,0.031504337997702046,-0.21721820542967546,0.5147328694968907,-0.09965978807443966,-0.6751880064398249,0.2692183430169203,0.0032463393423239222
RNA__AC007342.5,-0.2130782577085104,0.13036216540177378,-0.30732116855823366,0.10436839861503003,0.04994174492869796,0.4650644362782812,-0.19053374528239836,-0.5696483797506806,0.455312410079247,0.009341236981070129
RNA__AC007342.7,0.25942649503959053,0.3313923224252269,-0.43645134080390025,-0.01671817227120201,-0.3037358381114534,-0.131204809650123,-0.1996334641184046,-0.06116061429368069,-0.7527337971275815,0.007293342887383624
RNA__AC007382.1,-0.005090536485145258,0.564053725222139,-0.2591850814651811,0.09519213228381558,-0.05045249917711965,0.2170192095592286,0.0017109467726336546,-0.155882807518456,-0.29641942745951266,0.006625278776235527
RNA__AC007383.2,0.28635749526754384,0.25665735826159664,0.03644358228533194,-0.5017446738763566,-0.05589345704021604,-0.002925178419168808,-0.051820874749879044,0.3921745048125863,0.49204667283292014,0.000773537332136204
RNA__AC007384.1,-0.14145946467177795,0.17427786449136626,0.07020053559011429,-0.2525908831774054,-0.03943488308844684,-0.14289056344678094,0.1966694823874688,-1.341051468129977,-0.3748997965830672,0.00012054732829430001
RNA__AC007388.1,0.30073222137289696,0.12865683669010144,-0.05516216186276175,-0.007046313393142888,-0.14362824937060498,0.33528005894228374,0.33496630374816194,0.46831924587730045,-0.23574843942540116,0.007110676317277316
RNA__AC007405.1,0.29104413395299455,0.12734512465523645,-0.4232566830327852,-0.25731002735707353,-0.011639119647170345,0.03785915681041572,-0.3080275038585282,-0.25819328148443516,0.645422106718637,0.005220805622406024
RNA__AC007406.3,0.12901654731974518,0.20258689214665973,0.3928928219441808,0.04849856813775323,-0.1959406965015933,-0.08381389814119845,0.07215563620573806,-0.11207954309895299,-0.5003623737236347,0.001469414060830256
RNA__AC007406.5,0.1672030873809985,0.5456604966894271,-0.06469865786713103,0.06435469931062171,-0.4078844072900374,-0.1498567969720669,-0.22212524360965782,-0.25592476101604794,-0.4755749490622772,0.005102820343449348
RNA__AC007485.1,0.19539330012113196,0.02248256395645388,-0.2027032204512967,-0.30028038008629687,0.17232822594375505,-0.08725050341380877,-0.20131054358853795,-0.33804387747604975,-0.12568011913189664,0.0015728935852142437
RNA__AC007490.1,-0.25597543856262345,0.12286900729454477,-0.38476572288160765,-0.20327687210844114,-0.05024242770551954,0.35272387737791344,-0.12459333033437273,0.2594718753754109,-0.3223765472696405,0.000856080040649186
RNA__AC007541.1,0.09366169730183803,0.17665015012502994,-0.19241675460597052,-0.3893307612626728,-0.03182483206700382,-0.10490928763051624,-0.013291969788285613,0.22314150896128135,-0.5418072041077574,-0.002004185251149269
